,Title,Year,Writer,Genre,IMDB_Rating,IMDB_Votes,Rotten_Tomatoes,Country,Awards,Key
0,Cloak & Dagger,2018,Joe Pokaski,"Action, Adventure, Drama, Sci-Fi",6.7,16650,87,USA,1 win & 6 nominations.,Cloak & Dagger2018
0,Wilfred,2011,"Jason Gann, David Zuckerman, Adam Zwar","Comedy, Drama, Mystery",7.8,39821,83,USA,2 wins & 2 nominations.,Wilfred2011
0,Catch-22,2019,0,"Action, Adventure, Comedy, Drama, Thriller, War",7.8,13498,84,USA,Nominated for 2 Golden Globes. Another 17 nominations.,Catch-222019
0,M*A*S*H,1972,Larry Gelbart,"Comedy, Drama, War",8.4,49577,0,USA,Won 8 Golden Globes. Another 53 wins & 153 nominations.,M*A*S*H1972
0,Invader ZIM,2001,Jhonen Vasquez,"Animation, Action, Adventure, Comedy, Drama, Family, Horror, Sci-Fi",8.3,19207,100,USA,Won 1 Primetime Emmy. Another 2 wins & 7 nominations.,Invader ZIM2001
0,For Life,2020,Hank Steinberg,"Biography, Crime, Drama",7.6,2267,86,USA,2 nominations.,For Life2020
0,Wayward Pines,2015,Chad Hodge,"Drama, Mystery, Sci-Fi, Thriller",7.4,51387,61,"Canada, USA",1 win & 11 nominations.,Wayward Pines2015
0,Sailor Moon,1992,Naoko Takeuchi,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance",7.7,5239,90,Japan,2 nominations.,Sailor Moon1992
0,Home Movies,1999,"Loren Bouchard, Brendon Small","Animation, Comedy, Drama, Family",8.1,9159,100,USA,0,Home Movies1999
0,Mr Inbetween,2018,Scott Ryan,"Crime, Drama",8.4,5181,95,Australia,5 wins & 13 nominations.,Mr Inbetween2018
0,Mayans M.C.,2018,"Elgin James, Kurt Sutter","Crime, Drama, Thriller",7.5,11471,86,"Mexico, USA",12 nominations.,Mayans M.C.2018
0,The Unit,2006,David Mamet,"Action, Drama, Thriller, War",8.1,19819,84,USA,Nominated for 1 Primetime Emmy. Another 2 wins & 18 nominations.,The Unit2006
0,I Love Lucy,1951,0,"Comedy, Family",8.4,21774,0,USA,Won 4 Primetime Emmys. Another 4 wins & 25 nominations.,I Love Lucy1951
0,Nashville,2012,Callie Khouri,"Drama, Music, Romance",7.7,22834,90,USA,Nominated for 3 Golden Globes. Another 3 wins & 37 nominations.,Nashville2012
0,Ramy,2019,"Ari Katcher, Ryan Welch, Ramy Youssef","Comedy, Drama, Romance",8.0,8337,97,USA,Won 1 Golden Globe. Another 3 wins & 10 nominations.,Ramy2019
0,Don't Trust the B---- in Apartment 23,2012,Nahnatchka Khan,Comedy,7.3,33784,85,USA,2 wins & 11 nominations.,Don't Trust the B---- in Apartment 232012
0,MythBusters,2003,Peter Rees,"Documentary, Mystery, Reality-TV",8.3,49857,0,USA,Nominated for 8 Primetime Emmys. Another 1 win & 7 nominations.,MythBusters2003
0,The Goldbergs,2013,Adam F. Goldberg,Comedy,8.1,30608,0,USA,4 wins & 12 nominations.,The Goldbergs2013
0,Letterkenny,2016,"Jared Keeso, Jacob Tierney",Comedy,8.7,12273,0,Canada,13 wins & 30 nominations.,Letterkenny2016
0,Letterkenny,2016,"Jared Keeso, Jacob Tierney",Comedy,8.7,12273,0,Canada,13 wins & 30 nominations.,Letterkenny2016
0,Motherland: Fort Salem,2020,Eliot Laurence,"Drama, Fantasy, Sci-Fi, Thriller",7.1,5610,58,USA,0,Motherland: Fort Salem2020
0,Bunheads,2012,"Lamar Damon, Amy Sherman-Palladino","Comedy, Drama",7.6,7794,100,USA,3 wins & 3 nominations.,Bunheads2012
0,CSI: Crime Scene Investigation,2000,Anthony E. Zuiker,"Crime, Drama, Mystery, Thriller",7.6,73873,0,"USA, Canada",Nominated for 6 Golden Globes. Another 65 wins & 120 nominations.,CSI: Crime Scene Investigation2000
0,One Tree Hill,2003,Mark Schwahn,"Drama, Romance, Sport",7.7,70476,0,USA,3 wins & 27 nominations.,One Tree Hill2003
0,Afro Samurai,2007,0,"Animation, Action, Adventure, Drama, Fantasy",7.7,14772,100,"USA, Japan",0,Afro Samurai2007
0,Graceland,2013,Jeff Eastin,"Action, Crime, Drama",7.7,15780,86,USA,1 win & 3 nominations.,Graceland2013
0,Scream Queens,2015,"Ian Brennan, Brad Falchuk, Ryan Murphy","Comedy, Horror, Mystery",7.1,33993,75,USA,Nominated for 1 Golden Globe. Another 3 wins & 19 nominations.,Scream Queens2015
0,Genius,2017,"Kenneth Biller, Noah Pink, Suzan-Lori Parks","Biography, Drama, History",8.4,15674,70,USA,Nominated for 2 Golden Globes. Another 5 wins & 41 nominations.,Genius2017
0,The Looming Tower,2018,0,"Drama, History",8.0,10278,88,USA,Nominated for 4 Primetime Emmys. Another 9 nominations.,The Looming Tower2018
0,The Promised Neverland,2019,0,"Animation, Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",8.7,13676,0,Japan,0,The Promised Neverland2019
0,Pinky and the Brain,1995,0,"Animation, Comedy, Family, Sci-Fi",7.9,27791,75,USA,7 wins & 16 nominations.,Pinky and the Brain1995
0,Married... with Children,1987,"Ron Leavitt, Michael G. Moye",Comedy,8.0,95031,0,USA,Nominated for 7 Golden Globes. Another 7 wins & 22 nominations.,Married... with Children1987
0,Last Man Standing,2011,Jack Burditt,Comedy,7.6,28737,0,USA,Nominated for 3 Primetime Emmys. Another 5 wins & 10 nominations.,Last Man Standing2011
0,Emergence,2019,"Tara Butters, Michele Fazekas","Drama, Mystery, Sci-Fi",7.2,5767,94,USA,0,Emergence2019
0,Terriers,2010,Ted Griffin,"Comedy, Crime, Drama, Mystery, Thriller",8.4,10098,92,USA,1 win & 5 nominations.,Terriers2010
0,UnREAL,2015,"Marti Noxon, Sarah Gertrude Shapiro",Drama,7.8,13173,82,USA,Nominated for 2 Primetime Emmys. Another 5 wins & 18 nominations.,UnREAL2015
0,Witches of East End,2013,Maggie Friedman,"Comedy, Drama, Fantasy, Horror",7.6,23765,65,USA,3 wins & 5 nominations.,Witches of East End2013
0,The Wonder Years,1988,"Carol Black, Neal Marlens","Comedy, Drama, Family, Romance",8.3,33506,0,USA,Won 1 Golden Globe. Another 24 wins & 70 nominations.,The Wonder Years1988
0,Robot Chicken,2005,"Matthew Senreich, Seth Green, Mike Fasolo","Animation, Adventure, Comedy, Sci-Fi",7.7,39166,0,USA,Won 6 Primetime Emmys. Another 4 wins & 31 nominations.,Robot Chicken2005
0,Harlots,2017,"Moira Buffini, Alison Newman",Drama,7.7,6428,98,"UK, USA",0,Harlots2017
0,Good Behavior,2016,"Blake Crouch, Chad Hodge","Crime, Drama, Mystery, Thriller",8.1,9518,78,USA,2 nominations.,Good Behavior2016
0,The Golden Girls,1985,Susan Harris,"Comedy, Drama",7.9,30983,0,USA,Won 4 Golden Globes. Another 36 wins & 88 nominations.,The Golden Girls1985
0,RuPaul's Drag Race All Stars,2012,0,Reality-TV,8.5,5209,70,USA,Nominated for 1 Primetime Emmy. Another 1 win & 1 nomination.,RuPaul's Drag Race All Stars2012
0,Will & Grace,1998,"David Kohan, Max Mutchnick","Comedy, Romance",7.2,50339,0,USA,Nominated for 30 Golden Globes. Another 97 wins & 283 nominations.,Will & Grace1998
0,The Outer Limits,1963,Leslie Stevens,"Fantasy, Horror, Sci-Fi, Drama, Mystery, Thriller",8.2,7149,91,USA,Nominated for 1 Primetime Emmy. Another 2 wins & 2 nominations.,The Outer Limits1963
0,Salem,2014,"Brannon Braga, Adam Simon","Drama, Fantasy, Horror, Thriller",7.1,21715,82,USA,14 nominations.,Salem2014
0,The Hot Zone,2019,0,"Drama, Sci-Fi, Thriller",7.3,5880,90,"USA, Canada, UK",1 win & 1 nomination.,The Hot Zone2019
0,Baskets,2016,"Louis C.K., Zach Galifianakis, Jonathan Krisel","Comedy, Drama",7.5,9811,92,USA,Won 1 Primetime Emmy. Another 3 wins & 12 nominations.,Baskets2016
0,Make It or Break It,2009,Holly Sorensen,"Drama, Sport",7.5,9265,79,USA,3 wins & 6 nominations.,Make It or Break It2009
0,The Great,2020,Tony McNamara,"Biography, Comedy, Drama, History",8.1,13465,81,"UK, Australia",Nominated for 2 Primetime Emmys. Another 2 wins & 8 nominations.,The Great2020
0,Sliders,1995,"Tracy Tormé, Robert K. Weiss","Adventure, Fantasy, Sci-Fi",7.4,16202,0,USA,Nominated for 1 Primetime Emmy. Another 1 win & 3 nominations.,Sliders1995
0,The Amazing World of Gumball,2011,Ben Bocquelet,"Animation, Adventure, Comedy, Family, Fantasy",8.2,20540,0,"UK, Ireland, USA, Germany, Japan, France",15 wins & 19 nominations.,The Amazing World of Gumball2011
0,A Million Little Things,2018,D.J. Nash,"Comedy, Drama, Romance",7.9,7792,53,USA,1 nomination.,A Million Little Things2018
0,Man Seeking Woman,2015,Simon Rich,"Comedy, Fantasy, Romance",7.7,9394,93,USA,1 win & 2 nominations.,Man Seeking Woman2015
0,Wu-Tang: An American Saga,2019,"RZA, Alex Tse","Biography, Drama",8.2,3081,80,USA,Nominated for 1 Primetime Emmy. Another 1 win & 4 nominations.,Wu-Tang: An American Saga2019
0,Ally McBeal,1997,David E. Kelley,"Comedy, Drama, Fantasy, Music, Romance",6.8,29565,61,USA,Won 4 Golden Globes. Another 39 wins & 115 nominations.,Ally McBeal1997
0,Siren,2018,"Eric Wald, Dean White","Drama, Fantasy",7.0,11518,0,USA,1 win & 4 nominations.,Siren2018
0,The Detour,2016,"Samantha Bee, Jason Jones","Adventure, Comedy",7.7,5871,90,0,1 win & 5 nominations.,The Detour2016
0,Kaguya-sama: Love is War,2019,0,"Animation, Comedy, Romance",8.3,3308,0,Japan,0,Kaguya-sama: Love is War2019
0,My Mad Fat Diary,2013,0,"Comedy, Drama, Romance",8.4,15042,95,UK,1 win & 10 nominations.,My Mad Fat Diary2013
0,High School DxD,2012,0,"Animation, Action, Comedy, Fantasy, Romance",7.6,6280,0,Japan,3 wins & 7 nominations.,High School DxD2012
0,Face Off,2011,0,"Game-Show, Reality-TV",8.2,5984,0,USA,2 wins & 6 nominations.,Face Off2011
0,Mom,2013,"Gemma Baker, Eddie Gorodetsky, Chuck Lorre","Comedy, Drama, Romance",7.2,27679,0,USA,Nominated for 1 Golden Globe. Another 11 wins & 31 nominations.,Mom2013
0,Full House,1987,Jeff Franklin,"Comedy, Drama, Family",6.7,52087,0,USA,16 wins & 20 nominations.,Full House1987
0,ER,1994,Michael Crichton,"Drama, Romance",7.7,49527,0,USA,Won 1 Golden Globe. Another 155 wins & 370 nominations.,ER1994
0,PEN15,2019,"Maya Erskine, Anna Konkle, Sam Zvibleman",Comedy,7.9,4628,93,USA,Nominated for 1 Primetime Emmy. Another 1 win & 7 nominations.,PEN152019
0,Roseanne,1988,"Roseanne Barr, Matt Williams","Comedy, Drama",7.0,38921,76,USA,Won 3 Golden Globes. Another 46 wins & 113 nominations.,Roseanne1988
0,Touch,2012,Tim Kring,"Drama, Mystery, Sci-Fi",7.4,41474,68,USA,Nominated for 2 Primetime Emmys. Another 2 wins & 10 nominations.,Touch2012
0,Shark Tank,2009,0,"Family, Reality-TV",7.6,8374,0,USA,Won 4 Primetime Emmys. Another 7 wins & 35 nominations.,Shark Tank2009
0,The Baker and the Beauty,2020,Dean Georgaris,"Comedy, Drama, Musical, Romance",7.3,1771,86,"Israel, USA",0,The Baker and the Beauty2020
0,Daria,1997,"Glenn Eichler, Susie Lewis","Animation, Comedy, Drama, Romance",8.0,22920,0,USA,1 win & 3 nominations.,Daria1997
0,War and Peace of Mind,2016,Ari Matikainen,"Documentary, History, War",7.3,64,0,Finland,2 nominations.,War and Peace of Mind2016
0,Six,2017,"William Broyles Jr., David Broyles","Action, Drama, History, War",7.3,10836,62,USA,2 wins & 1 nomination.,Six2017
0,Legit,2013,"Jim Jefferies, Peter O'Fallon",Comedy,8.2,7786,96,USA,1 win & 1 nomination.,Legit2013
0,Star vs. the Forces of Evil,2015,"Daron Nefcy, David Wasson, Jordana Arkin","Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi, Thriller",8.0,10153,0,USA,5 wins & 13 nominations.,Star vs. the Forces of Evil2015
0,The Brady Bunch,1969,Sherwood Schwartz,"Comedy, Family",6.7,11887,77,USA,8 wins & 11 nominations.,The Brady Bunch1969
0,Chicago Med,2015,"Michael Brandt, Derek Haas, Matt Olmstead, Dick Wolf",Drama,7.5,13473,0,USA,2 wins & 4 nominations.,Chicago Med2015
0,Ghost Adventures,2008,"Zak Bagans, Nick Groff","Documentary, History, Reality-TV",7.5,7944,0,USA,0,Ghost Adventures2008
0,Body of Proof,2011,Christopher Murphey,"Comedy, Crime, Drama, Mystery",7.1,14731,76,USA,2 wins & 2 nominations.,Body of Proof2011
0,Roots,2016,0,"Biography, Drama, History, War",7.9,7097,96,USA,Nominated for 7 Primetime Emmys. Another 4 wins & 44 nominations.,Roots2016
0,Digimon Adventure,1999,Akiyoshi Hongo,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi, Thriller",7.9,5303,0,Japan,0,Digimon Adventure1999
0,Whitechapel,2009,"Ben Court, Caroline Ip","Crime, Mystery, Thriller",7.9,10842,75,UK,8 nominations.,Whitechapel2009
0,Tyrant,2014,"Howard Gordon, Gideon Raff, Craig Wright","Action, Drama, Thriller",7.8,21875,60,USA,Nominated for 2 Primetime Emmys. Another 1 win & 1 nomination.,Tyrant2014
0,Breeders,2020,"Chris Addison, Simon Blackwell, Martin Freeman",Comedy,7.2,2377,83,UK,0,Breeders2020
0,Ben 10,2005,"Joe Casey, Joe Kelly, Man of Action, Duncan Rouleau, Steven T. Seagle","Animation, Action, Adventure, Family, Sci-Fi",7.2,12198,0,USA,1 win & 2 nominations.,Ben 102005
0,Alfred Hitchcock Presents,1955,0,"Comedy, Crime, Drama, Horror, Mystery, Thriller",8.5,14339,0,USA,Won 1 Golden Globe. Another 6 wins & 16 nominations.,Alfred Hitchcock Presents1955
0,Solar Opposites,2020,"Mike McMahan, Justin Roiland","Animation, Comedy, Sci-Fi",8.0,7324,0,USA,0,Solar Opposites2020
0,Everything's Gonna Be Okay,2020,Josh Thomas,Comedy,7.2,1292,94,USA,1 nomination.,Everything's Gonna Be Okay2020
0,Roswell,1999,Jason Katims,"Drama, Mystery, Sci-Fi, Thriller",7.5,26839,0,USA,2 wins & 24 nominations.,Roswell1999
0,Casual,2015,Zander Lehmann,"Comedy, Drama",7.5,7193,92,USA,Nominated for 1 Golden Globe. Another 5 nominations.,Casual2015
0,Boruto: Naruto Next Generations,2017,0,"Animation, Action, Adventure, Comedy, Drama, Fantasy",7.0,6522,0,Japan,0,Boruto: Naruto Next Generations2017
0,Battlestar Galactica,1978,Glen A. Larson,"Action, Adventure, Sci-Fi",7.2,13590,33,USA,Nominated for 2 Golden Globes. Another 3 wins & 6 nominations.,Battlestar Galactica1978
0,Chance,2016,"Alexandra Cunningham, Kem Nunn","Drama, Mystery, Thriller",7.7,8723,75,USA,0,Chance2016
0,Jane Eyre,2006,0,"Drama, Romance",8.3,19051,0,"UK, USA",Nominated for 1 Golden Globe. Another 4 wins & 22 nominations.,Jane Eyre2006
0,Dexter's Laboratory,1996,"Genndy Tartakovsky, Paul Rudish, Craig McCracken, Butch Hartman, Seth MacFarlane, Chris Savino, David P. Smith, John McIntyre","Animation, Adventure, Comedy, Family, Sci-Fi",7.9,42730,0,USA,Nominated for 4 Primetime Emmys. Another 2 wins & 15 nominations.,Dexter's Laboratory1996
0,WWE Raw,1993,"Vince McMahon, Dusty Rhodes","Action, Sport",7.8,7979,0,USA,7 wins.,WWE Raw1993
0,Pretty Little Liars: The Perfectionists,2019,I. Marlene King,"Crime, Drama, Mystery, Romance, Thriller",7.1,3628,100,USA,2 nominations.,Pretty Little Liars: The Perfectionists2019
0,Greek,2007,Patrick Sean Smith,"Comedy, Drama",7.5,23243,75,USA,7 nominations.,Greek2007
0,The Wrong Mans,2013,"Mathew Baynton, James Corden","Comedy, Crime, Thriller",7.8,6535,95,UK,1 win & 9 nominations.,The Wrong Mans2013
0,Legends,2014,Howard Gordon,"Action, Crime, Drama, Thriller",7.5,12582,56,USA,0,Legends2014
0,Black Clover,2017,0,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi, Thriller",8.1,5482,0,Japan,1 nomination.,Black Clover2017
0,Shrill,2019,"Aidy Bryant, Alexandra Rushfield, Lindy West",Comedy,7.4,4366,87,USA,1 nomination.,Shrill2019
0,Underground,2016,"Misha Green, Joe Pokaski","Adventure, Drama, History, Thriller",7.7,4645,96,USA,3 wins & 17 nominations.,Underground2016
0,The Path,2016,Jessica Goldberg,Drama,7.3,8175,77,USA,2 nominations.,The Path2016
0,Lodge 49,2018,Jim Gavin,"Comedy, Drama, Mystery",7.6,3045,93,USA,1 win.,Lodge 492018
0,King of the Hill,1997,"Greg Daniels, Mike Judge","Animation, Comedy, Drama",7.3,44752,0,USA,Won 2 Primetime Emmys. Another 11 wins & 56 nominations.,King of the Hill1997
0,Deadliest Catch,2005,0,"Documentary, Adventure, Reality-TV",7.8,7646,0,USA,Won 16 Primetime Emmys. Another 11 wins & 74 nominations.,Deadliest Catch2005
0,Angie Tribeca,2016,"Nancy Carell, Steve Carell","Action, Comedy, Crime, Mystery",7.0,8012,96,USA,0,Angie Tribeca2016
0,Prodigal Son,2019,"Chris Fedak, Sam Sklaver","Crime, Drama, Mystery, Thriller",7.7,10747,54,USA,0,Prodigal Son2019
0,Single Parents,2018,"Elizabeth Meriwether, J.J. Philbin",Comedy,7.0,4296,75,USA,1 nomination.,Single Parents2018
0,S.W.A.T.,2017,"Shawn Ryan, Aaron Rahsaan Thomas","Action, Adventure, Crime, Drama, Thriller",7.0,13237,0,USA,Nominated for 2 Primetime Emmys. Another 1 nomination.,S.W.A.T.2017
0,Doc Martin,2004,"Dominic Minghella, Mark Crowdy, Craig Ferguson","Comedy, Drama, Romance",8.3,12130,0,UK,1 win & 10 nominations.,Doc Martin2004
0,Trust,2018,Simon Beaufoy,"Biography, Crime, Drama",7.5,5729,78,"UK, USA",1 nomination.,Trust2018
0,The Fairly OddParents,2001,"Butch Hartman, Steve Marmel, Kevin Sullivan, Lissa Kapstrom, Ellen Byron","Animation, Adventure, Comedy, Family, Fantasy",7.2,32630,0,"Canada, USA",Won 1 Primetime Emmy. Another 15 wins & 48 nominations.,The Fairly OddParents2001
0,The Glades,2010,Clifton Campbell,"Action, Crime, Drama, Mystery",7.5,11655,59,USA,4 wins & 4 nominations.,The Glades2010
0,Top Chef,2006,0,"Game-Show, Reality-TV",7.6,5384,0,USA,Won 2 Primetime Emmys. Another 2 wins & 62 nominations.,Top Chef2006
0,10 Things I Hate About You,2009,Carter Covington,Comedy,7.3,5585,88,USA,1 win & 8 nominations.,10 Things I Hate About You2009
0,Teenage Mutant Ninja Turtles,2012,"Ciro Nieli, Joshua Sternin, Jennifer Ventimilia","Animation, Action, Adventure, Comedy, Crime, Drama, Family, Sci-Fi",7.8,8265,0,USA,Nominated for 1 Primetime Emmy. Another 11 wins & 53 nominations.,Teenage Mutant Ninja Turtles2012
0,Das Boot,2018,"Johannes W. Betz, Tony Saint","Drama, War",7.4,5742,85,"Germany, Czech Republic",11 wins & 15 nominations.,Das Boot2018
0,Hey Arnold!,1996,"Craig Bartlett, Steve Viksten, Joe Ansolabehere","Animation, Comedy, Drama, Family",7.6,30102,0,USA,3 wins & 20 nominations.,Hey Arnold!1996
0,NOS4A2,2019,0,"Drama, Fantasy, Horror, Mystery",6.7,7049,68,USA,1 win & 3 nominations.,NOS4A22019
0,Baby Daddy,2012,Dan Berendsen,"Comedy, Drama, Family, Romance",7.4,18760,0,USA,2 wins & 20 nominations.,Baby Daddy2012
0,Happy Days,1974,Garry Marshall,"Comedy, Family, Music",7.4,15752,0,USA,Won 3 Golden Globes. Another 13 wins & 19 nominations.,Happy Days1974
0,Murdoch Mysteries,2008,"Cal Coons, Alexandra Zarowny, Maureen Jennings, Bob Carney","Crime, Drama, Mystery",8.1,9922,0,"Canada, UK",11 wins & 79 nominations.,Murdoch Mysteries2008
0,Murdoch Mysteries,2008,"Cal Coons, Alexandra Zarowny, Maureen Jennings, Bob Carney","Crime, Drama, Mystery",8.1,9922,0,"Canada, UK",11 wins & 79 nominations.,Murdoch Mysteries2008
0,Alone,2015,0,"Documentary, Reality-TV",8.4,2706,0,USA,0,Alone2015
0,Twisted,2013,Adam Milch,"Drama, Mystery, Thriller",7.3,9258,73,USA,5 nominations.,Twisted2013
0,Making It,2018,0,"Comedy, Reality-TV",7.9,1006,100,USA,Nominated for 2 Primetime Emmys. Another 6 nominations.,Making It2018
0,Queen Sugar,2016,Ava DuVernay,Drama,7.6,3810,97,USA,16 wins & 53 nominations.,Queen Sugar2016
0,Miranda,2009,0,Comedy,8.1,12568,0,UK,8 wins & 18 nominations.,Miranda2009
0,Mary Kills People,2017,Tara Armstrong,Drama,7.5,3376,100,Canada,10 wins & 33 nominations.,Mary Kills People2017
0,Leah Remini: Scientology and the Aftermath,2016,0,Documentary,9.1,4358,0,USA,Won 2 Primetime Emmys. Another 3 wins & 9 nominations.,Leah Remini: Scientology and the Aftermath2016
0,I Am the Night,2019,Sam Sheridan,"Crime, Drama, Mystery, Thriller",7.0,6546,74,USA,3 nominations.,I Am the Night2019
0,Holey Moley,2019,Chris Culvenor,"Game-Show, Reality-TV",7.0,693,91,USA,1 nomination.,Holey Moley2019
0,Holey Moley,2019,Chris Culvenor,"Game-Show, Reality-TV",7.0,693,91,USA,1 nomination.,Holey Moley2019
0,Rascal Does Not Dream of Bunny Girl Senpai,2018,0,"Animation, Drama, Fantasy, Mystery, Romance",8.1,3048,0,Japan,0,Rascal Does Not Dream of Bunny Girl Senpai2018
0,Rascal Does Not Dream of Bunny Girl Senpai,2018,0,"Animation, Drama, Fantasy, Mystery, Romance",8.1,3048,0,Japan,0,Rascal Does Not Dream of Bunny Girl Senpai2018
0,Sabrina the Teenage Witch,1996,"Jonathan Schmock, Nell Scovell","Comedy, Family, Fantasy",6.6,33571,0,USA,Nominated for 2 Primetime Emmys. Another 11 wins & 24 nominations.,Sabrina the Teenage Witch1996
0,The Split,2018,Abi Morgan,Drama,7.6,3192,73,UK,0,The Split2018
0,Airwolf,1984,Donald P. Bellisario,"Action, Adventure, Sci-Fi",6.7,9851,0,USA,Won 1 Primetime Emmy. Another 3 wins & 7 nominations.,Airwolf1984
0,Bleak House,2005,0,"Crime, Drama",8.3,8513,0,"UK, USA",Nominated for 2 Golden Globes. Another 24 wins & 42 nominations.,Bleak House2005
0,American Housewife,2016,Sarah Dunn,Comedy,7.4,7387,0,USA,1 win & 2 nominations.,American Housewife2016
0,American Housewife,2016,Sarah Dunn,Comedy,7.4,7387,0,USA,1 win & 2 nominations.,American Housewife2016
0,Claws,2017,Eliot Laurence,"Comedy, Crime, Drama",7.3,5111,90,USA,4 wins & 8 nominations.,Claws2017
0,Metalocalypse,2006,"Tommy Blacha, Brendon Small","Animation, Comedy, Music",8.2,15265,0,USA,0,Metalocalypse2006
0,Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD,2010,0,"Animation, Action, Drama, Horror, Romance, Thriller",7.2,10510,0,Japan,0,Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD2010
0,The Musketeers,2014,Adrian Hodges,"Adventure, Drama",7.8,20057,0,UK,0,The Musketeers2014
0,The Eric Andre Show,2012,Eric André,"Comedy, Talk-Show",8.6,11314,0,USA,0,The Eric Andre Show2012
0,Noragami,2014,0,"Animation, Adventure, Comedy, Family, Fantasy",7.9,9912,0,Japan,1 win & 2 nominations.,Noragami2014
0,My Teen Romantic Comedy SNAFU,2013,0,"Animation, Comedy, Drama, Romance",7.8,2985,0,Japan,0,My Teen Romantic Comedy SNAFU2013
0,The First 48,2004,0,"Crime, Mystery, Reality-TV",8.2,2761,0,USA,3 nominations.,The First 482004
0,Sealab 2021,2000,"Adam Reed, Matt Thompson","Animation, Comedy, Sci-Fi",7.9,7012,74,USA,0,Sealab 20212000
0,Deutschland 86,2018,"Anna Winger, Jörg Winger","Action, Drama, History, Thriller",7.6,2152,100,Germany,1 win & 3 nominations.,Deutschland 862018
0,Atlantis,2013,"Johnny Capps, Julian Murphy, Howard Overman","Adventure, Drama, Fantasy, Romance",6.6,10510,62,UK,4 nominations.,Atlantis2013
0,Reprisal,2019,Josh Corbin,"Crime, Drama, Thriller",7.5,3094,44,USA,0,Reprisal2019
0,The Event,2010,Nick Wauters,"Crime, Drama, Mystery, Sci-Fi, Thriller",7.0,25366,67,USA,1 win & 7 nominations.,The Event2010
0,Danny Phantom,2004,"Butch Hartman, Steve Marmel, Kevin Sullivan","Animation, Action, Adventure, Comedy, Family, Fantasy, Horror, Sci-Fi",7.1,15060,0,"Canada, USA",2 wins & 5 nominations.,Danny Phantom2004
0,Life in Pieces,2015,Justin Adler,Comedy,8.0,12230,0,USA,4 nominations.,Life in Pieces2015
0,X-Men: Evolution,2000,0,"Animation, Action, Drama, Fantasy, Romance, Sci-Fi, Thriller",7.9,10227,0,USA,3 wins & 6 nominations.,X-Men: Evolution2000
0,Cardinal,2017,0,"Crime, Drama, Mystery, Thriller",7.7,6674,0,Canada,30 wins & 32 nominations.,Cardinal2017
0,Good Luck Charlie,2010,"Phil Baker, Drew Vaupen","Comedy, Drama, Family",7.0,18166,0,USA,Nominated for 3 Primetime Emmys. Another 4 wins & 20 nominations.,Good Luck Charlie2010
0,Overlord,2015,0,"Animation, Action, Adventure, Fantasy, Sci-Fi",7.8,5316,0,Japan,0,Overlord2015
0,Pawn Stars,2009,0,Reality-TV,7.2,15080,0,USA,4 wins & 3 nominations.,Pawn Stars2009
0,American Gothic,1995,Shaun Cassidy,"Drama, Horror, Thriller",8.1,4072,67,USA,Nominated for 1 Primetime Emmy. Another 4 nominations.,American Gothic1995
0,Lego Masters,2020,0,Reality-TV,7.3,1005,67,USA,0,Lego Masters2020
0,Anthony Bourdain: No Reservations,2005,0,"Adventure, Reality-TV",8.4,6166,0,USA,Won 2 Primetime Emmys. Another 2 wins & 16 nominations.,Anthony Bourdain: No Reservations2005
0,Taxi,1978,"James L. Brooks, Stan Daniels, David Davis, Ed. Weinberger",Comedy,7.6,11307,0,USA,Won 4 Golden Globes. Another 23 wins & 55 nominations.,Taxi1978
0,Bless This Mess,2019,"Lake Bell, Elizabeth Meriwether",Comedy,6.7,2568,82,USA,0,Bless This Mess2019
0,Schooled,2019,"Marc Firek, Adam F. Goldberg",Comedy,6.9,2764,73,USA,1 nomination.,Schooled2019
0,Assassination Classroom,2015,0,"Animation, Action, Comedy, Drama, Fantasy, Sci-Fi",8.0,7282,0,Japan,2 nominations.,Assassination Classroom2015
0,The Mick,2017,"Dave Chernin, John Chernin",Comedy,7.8,13474,0,USA,1 win & 1 nomination.,The Mick2017
0,Black Lagoon,2006,0,"Animation, Action, Adventure, Comedy, Crime, Mystery",8.0,11448,0,Japan,0,Black Lagoon2006
0,Darling in the Franxx,2018,0,"Animation, Action, Fantasy, Romance, Sci-Fi",7.3,3463,0,Japan,0,Darling in the Franxx2018
0,Diabolik Lovers,2013,0,"Animation, Drama, Horror, Romance",5.3,933,0,Japan,0,Diabolik Lovers2013
0,Crunching Numb3rs: Season Two,2006,Charles de Lauzirika,Documentary,0.0,0,0,USA,0,Crunching Numb3rs: Season Two2006
0,The Masked Singer,2019,0,"Game-Show, Music, Reality-TV",6.2,2600,0,USA,Won 1 Primetime Emmy. Another 1 win & 5 nominations.,The Masked Singer2019
0,Naked and Afraid,2013,0,"Adventure, Reality-TV",6.6,3267,0,USA,Nominated for 3 Primetime Emmys. Another 3 nominations.,Naked and Afraid2013
0,Friday Night Dinner,2011,Robert Popper,Comedy,8.1,13069,0,UK,2 wins & 7 nominations.,Friday Night Dinner2011
